user_id,employee_name,employee_role,privilege_level,login_time,login_hour,login_country,location_changed,device_id,device_changed,session_duration,failed_login_attempts,files_downloaded,sensitive_files_accessed,admin_commands_executed,usb_usage,previous_incidents,threat_scenario,risk_label
EMP1036,James Williams,Teller,1,2026-06-04 08:13:00,8,US,0,DEV_17716,0,484.63,0,4,10,0,0,0,Normal,Low
EMP1033,Michael Martinez,Teller,1,2026-01-18 08:44:00,8,US,0,DEV_98039,0,480.42,0,2,15,0,0,0,Normal,Low
EMP1032,Karen Wilson,Vendor,2,2026-02-14 07:51:00,7,US,0,DEV_80686,0,720.0,0,3,2,3,0,0,Normal,Low
EMP1012,John Martin,Teller,1,2026-05-23 20:27:00,20,US,0,DEV_80010,0,567.47,0,3,20,0,0,0,Normal,Low
EMP1019,Richard Lopez,Manager,3,2026-02-24 15:59:00,15,US,0,DEV_28131,0,564.66,0,6,13,0,0,0,Normal,Low
EMP1036,James Williams,Teller,1,2026-06-25 06:30:00,6,US,0,DEV_17716,0,603.52,0,7,22,0,0,0,Normal,Low
EMP1030,Jessica Williams,Vendor,2,2026-02-11 07:37:00,7,US,0,DEV_79822,0,720.0,0,5,1,2,0,0,Normal,Low
EMP1025,William Taylor,Teller,1,2026-03-07 07:56:00,7,CA,0,DEV_76542,0,399.7,0,9,18,0,0,0,Normal,Low
EMP1037,Mary Hernandez,System Admin,4,2026-06-26 13:02:00,13,US,0,DEV_41195,0,385.04,0,6,6,20,0,0,Normal,Low
EMP1036,James Williams,Teller,1,2026-03-01 10:53:00,10,US,0,DEV_17716,0,509.39,0,4,15,0,0,0,Normal,Low
EMP1034,Joseph Taylor,Teller,1,2026-03-16 09:57:00,9,US,0,DEV_42493,0,236.1,0,1,22,0,0,0,Normal,Low
EMP1032,Karen Wilson,Vendor,2,2026-06-21 07:39:00,7,US,0,DEV_80686,0,425.36,1,12,4,1,0,0,Normal,Low
EMP1023,James Brown,Teller,1,2026-03-26 13:40:00,13,US,0,DEV_80381,0,578.36,0,3,14,0,0,0,Normal,Low
EMP1003,Michael Moore,Teller,1,2026-05-30 09:29:00,9,US,0,DEV_68878,0,504.6,0,2,12,0,0,0,Normal,Low
EMP1034,Joseph Taylor,Teller,1,2026-04-26 06:57:00,6,US,0,DEV_53013,1,656.14,0,8,19,0,0,0,Normal,Low
EMP1006,Barbara Martin,Manager,3,2026-02-22 14:27:00,14,US,0,DEV_15695,0,720.0,0,6,13,0,0,0,Normal,Low
EMP1006,Barbara Martin,Manager,3,2026-02-25 07:40:00,7,US,0,DEV_15695,0,440.4,0,8,10,0,0,0,Normal,Low
EMP1007,Sarah Brown,Vendor,2,2026-06-06 09:31:00,9,US,0,DEV_59615,0,259.11,0,7,3,0,0,1,Normal,Low
EMP1001,Patricia Moore,System Admin,4,2026-05-27 08:40:00,8,US,0,DEV_65302,0,709.38,0,4,5,24,0,0,Normal,Low
EMP1023,James Brown,Teller,1,2026-04-19 09:59:00,9,US,0,DEV_80381,0,383.18,0,3,21,0,0,0,Normal,Low
EMP1020,John Johnson,Vendor,2,2026-01-06 08:48:00,8,US,0,DEV_30033,0,521.12,0,5,1,2,0,1,Normal,Low
EMP1025,William Taylor,Teller,1,2026-02-01 11:07:00,11,CA,0,DEV_76542,0,642.83,0,4,12,0,0,0,Normal,Low
EMP1034,Joseph Taylor,Teller,1,2026-05-02 07:19:00,7,US,0,DEV_42493,0,690.83,0,4,21,0,0,0,Normal,Low
EMP1027,Jennifer Moore,Vendor,2,2026-01-16 05:44:00,5,CA,0,DEV_79514,0,343.21,0,3,1,0,0,1,Normal,Low
EMP1020,John Johnson,Vendor,2,2026-02-04 07:19:00,7,US,0,DEV_30033,0,346.51,0,5,4,0,0,0,Normal,Low
EMP1033,Michael Martinez,Teller,1,2026-04-13 07:08:00,7,US,0,DEV_98039,0,720.0,0,10,21,0,0,0,Normal,Low
EMP1013,Jennifer Anderson,Teller,1,2026-01-16 11:45:00,23,SG,1,DEV_93886,0,549.04,0,111,75,0,1,0,Data Exfiltration Attempt,High
EMP1024,David Brown,Manager,3,2026-05-05 07:36:00,7,US,0,DEV_30730,0,409.01,0,6,6,0,0,0,Normal,Low
EMP1015,Mary Hernandez,Teller,1,2026-01-11 08:42:00,8,US,0,DEV_18675,0,284.46,0,7,17,0,0,0,Normal,Low
EMP1029,Elizabeth Davis,System Admin,4,2026-02-10 09:34:00,9,IN,0,DEV_84364,0,375.05,0,2,7,22,0,0,Normal,Low
EMP1021,Susan Martin,System Admin,4,2026-05-14 10:05:00,10,US,0,DEV_60019,0,529.79,0,6,2,23,0,0,Normal,Low
EMP1006,Barbara Martin,Manager,3,2026-03-24 07:40:00,7,US,0,DEV_15695,0,408.46,1,8,15,0,0,0,Normal,Low
EMP1016,Charles Hernandez,Manager,3,2026-04-06 10:07:00,10,US,0,DEV_75435,0,720.0,0,4,13,0,0,0,Normal,Low
EMP1013,Jennifer Anderson,Teller,1,2026-02-06 13:31:00,13,US,0,DEV_93886,0,307.97,0,13,13,0,0,0,Normal,Low
EMP1017,Joseph Jones,Manager,3,2026-05-29 07:14:00,7,US,0,DEV_42325,0,574.14,0,3,5,0,0,0,Normal,Low
EMP1002,John Miller,Manager,3,2026-06-27 08:48:00,8,US,0,DEV_88907,0,531.75,0,2,14,0,0,0,Normal,Low
EMP1011,Jennifer Lopez,Teller,1,2026-03-13 12:39:00,12,US,0,DEV_97841,0,440.2,0,7,20,0,0,0,Normal,Low
EMP1015,Mary Hernandez,Teller,1,2026-05-18 13:47:00,13,US,0,DEV_18675,0,401.98,0,4,25,0,0,0,Normal,Low
EMP1012,John Martin,Teller,1,2026-04-19 15:51:00,15,US,0,DEV_80010,0,556.55,0,3,13,0,0,0,Normal,Low
EMP1017,Joseph Jones,Manager,3,2026-01-09 12:12:00,12,US,0,DEV_42325,0,619.19,0,20,13,0,0,0,Normal,Low
EMP1013,Jennifer Anderson,Teller,1,2026-04-02 08:32:00,8,US,0,DEV_93886,0,706.95,0,8,22,0,0,0,Normal,Low
EMP1028,David Thomas,System Admin,4,2026-03-06 07:06:00,7,US,0,DEV_11632,1,720.0,0,3,6,13,0,0,Normal,Medium
EMP1022,Joseph Taylor,Manager,3,2026-04-18 11:01:00,11,US,0,DEV_82512,0,525.61,1,1,7,0,0,0,Normal,Low
EMP1010,Patricia Gonzalez,Manager,3,2026-01-18 15:41:00,15,US,0,DEV_93320,0,195.76,0,8,8,0,0,0,Normal,Low
EMP1022,Joseph Taylor,Manager,3,2026-03-10 08:48:00,8,US,0,DEV_74847,1,533.74,0,3,14,0,0,0,Normal,Low
EMP1013,Jennifer Anderson,Teller,1,2026-03-03 07:53:00,7,US,0,DEV_93886,0,617.15,0,6,25,0,0,0,Normal,Low
EMP1009,John Johnson,Teller,1,2026-04-30 07:01:00,7,IN,0,DEV_47930,0,455.21,0,3,25,0,0,0,Normal,Low
EMP1016,Charles Hernandez,Manager,3,2026-02-22 10:11:00,10,US,0,DEV_75435,0,242.57,0,6,12,0,0,0,Normal,Low
EMP1011,Jennifer Lopez,Teller,1,2026-06-27 09:41:00,9,US,0,DEV_97841,0,407.58,0,8,13,0,0,0,Normal,Low
EMP1039,Linda Thomas,Teller,1,2026-02-19 12:19:00,12,US,0,DEV_34957,0,422.59,0,6,22,0,0,0,Normal,Low
EMP1000,Patricia Smith,Teller,1,2026-06-27 08:41:00,8,US,0,DEV_42098,0,433.47,0,6,14,0,0,0,Normal,Low
EMP1021,Susan Martin,System Admin,4,2026-04-17 07:46:00,7,US,0,DEV_60019,0,372.71,0,2,3,23,0,0,Normal,Low
EMP1037,Mary Hernandez,System Admin,4,2026-03-28 12:29:00,12,US,0,DEV_41195,0,664.68,0,3,2,13,0,0,Normal,Low
EMP1008,Elizabeth Martin,Vendor,2,2026-01-04 13:01:00,13,US,0,DEV_57400,0,720.0,0,6,4,0,0,0,Normal,Low
EMP1002,John Miller,Manager,3,2026-01-24 08:06:00,8,US,0,DEV_88907,0,720.0,0,13,14,0,0,0,Normal,Low
EMP1030,Jessica Williams,Vendor,2,2026-05-07 07:09:00,7,US,0,DEV_43277,1,300.28,0,4,3,2,0,0,Normal,Low
EMP1007,Sarah Brown,Vendor,2,2026-02-12 08:35:00,8,US,0,DEV_59615,0,648.48,0,4,4,0,0,0,Normal,Low
EMP1019,Richard Lopez,Manager,3,2026-02-07 06:52:00,6,US,0,DEV_28131,0,653.97,0,2,7,0,0,0,Normal,Low
EMP1005,Michael Hernandez,DBA,4,2026-03-29 07:11:00,7,US,0,DEV_59797,0,671.07,0,10,17,9,0,0,Normal,Low
EMP1001,Patricia Moore,System Admin,4,2026-04-25 09:51:00,20,CN,1,DEV_65302,1,7.58,3,40,41,10,0,0,Compromised Credentials Access,Critical
EMP1006,Barbara Martin,Manager,3,2026-04-15 07:05:00,7,US,0,DEV_15695,0,501.68,0,3,9,0,0,0,Normal,Low
EMP1008,Elizabeth Martin,Vendor,2,2026-06-27 09:22:00,9,US,0,DEV_57400,0,341.97,0,8,4,0,0,0,Normal,Low
EMP1006,Barbara Martin,Manager,3,2026-05-18 07:37:00,7,US,0,DEV_15695,0,398.38,0,5,11,0,0,0,Normal,Low
EMP1018,Sarah Rodriguez,Teller,1,2026-04-16 14:16:00,14,US,0,DEV_66155,0,360.63,0,14,23,0,0,0,Normal,Low
EMP1024,David Brown,Manager,3,2026-05-09 16:33:00,16,US,0,DEV_30730,0,492.6,0,2,5,0,0,0,Normal,Low
EMP1035,David Smith,Teller,1,2026-01-29 14:36:00,14,US,0,DEV_40161,0,242.73,0,4,14,0,0,0,Normal,Low
EMP1002,John Miller,Manager,3,2026-05-27 14:47:00,14,US,0,DEV_88907,0,386.55,0,2,8,0,0,0,Normal,Low
EMP1008,Elizabeth Martin,Vendor,2,2026-02-28 12:17:00,12,US,0,DEV_57400,0,614.75,0,16,3,3,0,0,Normal,Low
EMP1002,John Miller,Manager,3,2026-05-27 08:33:00,8,US,0,DEV_88907,0,440.14,0,5,7,0,0,0,Normal,Low
EMP1000,Patricia Smith,Teller,1,2026-02-21 12:47:00,12,US,0,DEV_42098,0,574.85,0,5,14,0,0,0,Normal,Low
EMP1021,Susan Martin,System Admin,4,2026-02-23 04:48:00,4,US,0,DEV_60019,0,619.27,0,9,2,27,0,0,Normal,Low
EMP1015,Mary Hernandez,Teller,1,2026-04-14 10:29:00,10,US,0,DEV_18675,0,439.11,0,1,10,0,0,0,Normal,Low
EMP1036,James Williams,Teller,1,2026-01-24 08:07:00,8,US,0,DEV_17716,0,528.05,0,3,10,0,0,0,Normal,Low
EMP1005,Michael Hernandez,DBA,4,2026-06-10 18:09:00,18,US,0,DEV_59797,0,429.77,0,6,30,11,0,0,Normal,Low
EMP1037,Mary Hernandez,System Admin,4,2026-05-28 12:46:00,12,US,0,DEV_41195,0,307.11,0,4,2,22,1,0,Normal,Low
EMP1021,Susan Martin,System Admin,4,2026-01-22 13:54:00,13,US,0,DEV_60019,0,712.61,0,6,5,18,0,0,Normal,Low
EMP1002,John Miller,Manager,3,2026-06-02 09:52:00,9,US,0,DEV_88907,0,311.83,0,2,9,0,0,0,Normal,Low
EMP1007,Sarah Brown,Vendor,2,2026-03-04 17:28:00,17,US,0,DEV_59615,0,535.53,0,12,1,2,0,0,Normal,Low
EMP1038,Jessica Miller,Teller,1,2026-03-08 07:21:00,7,US,0,DEV_84847,0,276.19,0,2,19,0,0,0,Normal,Low
EMP1012,John Martin,Teller,1,2026-06-20 14:00:00,14,US,0,DEV_80010,0,179.56,0,2,17,0,0,0,Normal,Low
EMP1001,Patricia Moore,System Admin,4,2026-05-28 08:38:00,8,US,0,DEV_65302,0,720.0,0,5,7,18,0,0,Normal,Low
EMP1027,Jennifer Moore,Vendor,2,2026-01-25 10:03:00,10,CA,0,DEV_79514,0,207.01,0,3,1,1,0,0,Normal,Low
EMP1034,Joseph Taylor,Teller,1,2026-02-08 09:58:00,9,US,0,DEV_42493,0,459.81,0,16,24,0,0,0,Normal,Low
EMP1009,John Johnson,Teller,1,2026-01-09 08:33:00,8,IN,0,DEV_47930,0,366.96,0,5,25,0,0,0,Normal,Low
EMP1008,Elizabeth Martin,Vendor,2,2026-04-02 14:40:00,14,US,0,DEV_57400,0,570.96,0,4,2,1,0,0,Normal,Low
EMP1029,Elizabeth Davis,System Admin,4,2026-03-17 03:05:00,3,IN,0,DEV_84364,0,634.9,0,1,8,27,0,0,Normal,Low
EMP1035,David Smith,Teller,1,2026-01-30 08:43:00,8,US,0,DEV_40161,0,161.55,0,2,15,0,0,0,Normal,Low
EMP1001,Patricia Moore,System Admin,4,2026-04-12 13:07:00,13,US,0,DEV_65302,0,340.9,0,4,6,15,0,0,Normal,Low
EMP1016,Charles Hernandez,Manager,3,2026-01-22 07:08:00,7,US,0,DEV_75435,0,230.56,0,7,12,0,0,0,Normal,Low
EMP1011,Jennifer Lopez,Teller,1,2026-05-26 13:47:00,13,US,0,DEV_97841,0,375.33,0,3,12,0,0,0,Normal,Low
EMP1001,Patricia Moore,System Admin,4,2026-05-17 07:45:00,7,US,0,DEV_65302,0,452.02,0,5,5,23,0,0,Normal,Low
EMP1014,Linda Hernandez,Teller,1,2026-03-08 13:19:00,13,US,0,DEV_17331,0,486.61,0,2,19,0,0,0,Normal,Low
EMP1028,David Thomas,System Admin,4,2026-06-12 08:19:00,23,US,0,DEV_57576,0,36.06,0,63,45,63,1,3,Rogue Administrator Sabotage,Critical
EMP1013,Jennifer Anderson,Teller,1,2026-02-08 07:16:00,7,US,0,DEV_93886,0,368.89,1,2,23,0,0,0,Normal,Low
EMP1026,Elizabeth Taylor,Teller,1,2026-03-23 10:48:00,10,US,0,DEV_30032,0,502.93,0,6,24,0,0,0,Normal,Low
EMP1000,Patricia Smith,Teller,1,2026-06-30 11:51:00,11,US,0,DEV_42098,0,620.05,0,6,22,0,0,0,Normal,Low
EMP1017,Joseph Jones,Manager,3,2026-06-09 13:56:00,13,US,0,DEV_42325,0,598.01,0,6,13,0,0,0,Normal,Low
EMP1017,Joseph Jones,Manager,3,2026-04-30 10:53:00,10,US,0,DEV_42325,0,644.51,0,7,5,0,0,0,Normal,Low
EMP1002,John Miller,Manager,3,2026-05-11 10:19:00,10,US,0,DEV_88907,0,311.22,1,5,9,0,0,0,Normal,Low
EMP1020,John Johnson,Vendor,2,2026-03-20 17:03:00,17,US,0,DEV_30033,0,469.91,0,5,4,1,0,0,Normal,Low
EMP1009,John Johnson,Teller,1,2026-06-13 17:27:00,17,IN,0,DEV_47930,0,720.0,0,5,21,0,0,0,Normal,Low
EMP1036,James Williams,Teller,1,2026-04-13 08:42:00,8,US,0,DEV_17716,0,180.64,0,4,12,0,0,0,Normal,Low
EMP1039,Linda Thomas,Teller,1,2026-05-21 09:05:00,9,US,0,DEV_34957,0,483.67,0,7,10,0,0,0,Normal,Low
EMP1014,Linda Hernandez,Teller,1,2026-03-15 08:32:00,8,US,0,DEV_17331,0,342.87,0,1,15,0,0,0,Normal,Low
EMP1017,Joseph Jones,Manager,3,2026-01-06 08:25:00,8,US,0,DEV_42325,0,720.0,0,1,5,0,0,0,Normal,Low
EMP1006,Barbara Martin,Manager,3,2026-02-11 08:52:00,8,US,0,DEV_15695,0,576.97,0,14,15,0,0,0,Normal,Low
EMP1011,Jennifer Lopez,Teller,1,2026-04-13 07:03:00,7,US,0,DEV_97841,0,323.51,0,2,23,0,0,0,Normal,Low
EMP1015,Mary Hernandez,Teller,1,2026-06-14 07:55:00,7,US,0,DEV_18675,0,550.14,0,4,11,0,0,0,Normal,Low
EMP1012,John Martin,Teller,1,2026-06-01 08:39:00,8,US,0,DEV_80010,0,720.0,0,13,12,0,0,0,Normal,Low
EMP1002,John Miller,Manager,3,2026-05-02 07:52:00,7,US,0,DEV_88907,0,425.19,1,7,12,0,0,0,Normal,Low
EMP1029,Elizabeth Davis,System Admin,4,2026-01-12 08:49:00,8,IN,0,DEV_84364,0,589.96,0,3,8,22,0,0,Normal,Low
EMP1009,John Johnson,Teller,1,2026-06-25 10:45:00,10,IN,0,DEV_47930,0,281.69,0,7,11,0,0,0,Normal,Low
EMP1018,Sarah Rodriguez,Teller,1,2026-05-15 07:21:00,7,US,0,DEV_66155,0,714.47,1,6,13,0,0,0,Normal,Low
EMP1028,David Thomas,System Admin,4,2026-02-12 07:45:00,7,US,0,DEV_57576,0,333.89,0,5,3,27,0,0,Normal,Low
EMP1028,David Thomas,System Admin,4,2026-02-05 08:49:00,8,US,0,DEV_57576,0,443.72,0,5,7,17,0,0,Normal,Low
EMP1026,Elizabeth Taylor,Teller,1,2026-06-26 09:32:00,9,US,0,DEV_30032,0,432.55,0,2,14,0,0,0,Normal,Low
EMP1038,Jessica Miller,Teller,1,2026-04-09 08:16:00,8,US,0,DEV_84847,0,696.74,0,4,16,0,0,0,Normal,Low
EMP1014,Linda Hernandez,Teller,1,2026-04-18 14:35:00,14,US,0,DEV_17331,0,533.46,0,2,10,0,0,0,Normal,Low
EMP1035,David Smith,Teller,1,2026-05-21 16:23:00,16,US,0,DEV_40161,0,563.4,0,6,11,0,0,0,Normal,Low
EMP1016,Charles Hernandez,Manager,3,2026-02-04 08:13:00,8,US,0,DEV_75435,0,595.82,0,15,7,0,0,0,Normal,Low
EMP1002,John Miller,Manager,3,2026-06-21 07:48:00,7,US,0,DEV_88907,0,389.8,0,2,12,0,0,0,Normal,Low
EMP1030,Jessica Williams,Vendor,2,2026-04-24 06:43:00,6,US,0,DEV_79822,0,569.32,0,16,5,0,0,0,Normal,Low
EMP1023,James Brown,Teller,1,2026-02-06 12:05:00,12,US,0,DEV_80381,0,720.0,0,15,23,0,0,0,Normal,Low
EMP1024,David Brown,Manager,3,2026-05-03 08:59:00,8,CA,1,DEV_30730,0,551.01,0,5,15,0,0,0,Normal,Medium
EMP1010,Patricia Gonzalez,Manager,3,2026-06-27 07:07:00,7,US,0,DEV_93320,0,498.09,0,3,14,0,0,0,Normal,Low
EMP1018,Sarah Rodriguez,Teller,1,2026-01-03 09:19:00,9,US,0,DEV_66155,0,335.62,1,3,12,0,0,0,Normal,Low
EMP1002,John Miller,Manager,3,2026-01-19 09:24:00,9,US,0,DEV_88907,0,720.0,0,2,13,0,0,0,Normal,Low
EMP1025,William Taylor,Teller,1,2026-06-20 10:55:00,10,CA,0,DEV_76542,0,516.31,0,2,17,0,0,0,Normal,Low
EMP1005,Michael Hernandez,DBA,4,2026-01-05 14:52:00,14,US,0,DEV_59797,0,720.0,0,4,30,18,0,0,Normal,Low
EMP1009,John Johnson,Teller,1,2026-05-30 13:50:00,13,IN,0,DEV_47930,0,720.0,0,4,20,0,0,0,Normal,Low
EMP1021,Susan Martin,System Admin,4,2026-01-29 13:08:00,13,US,0,DEV_60019,0,467.3,0,2,5,25,0,0,Normal,Low
EMP1006,Barbara Martin,Manager,3,2026-05-25 08:31:00,8,US,0,DEV_15695,0,400.81,0,1,9,0,0,0,Normal,Low
EMP1002,John Miller,Manager,3,2026-04-29 14:10:00,14,US,0,DEV_88907,0,366.65,0,2,7,0,0,0,Normal,Low
EMP1027,Jennifer Moore,Vendor,2,2026-04-05 16:49:00,16,CA,0,DEV_79514,0,507.87,0,2,4,1,0,0,Normal,Low
EMP1004,James Garcia,Teller,1,2026-02-22 09:03:00,9,US,0,DEV_54597,0,720.0,0,7,21,0,0,0,Normal,Low
EMP1030,Jessica Williams,Vendor,2,2026-02-28 08:30:00,8,US,0,DEV_79822,0,415.42,0,5,1,3,0,0,Normal,Low
EMP1014,Linda Hernandez,Teller,1,2026-04-24 13:18:00,13,US,0,DEV_17331,0,292.01,0,7,20,0,0,0,Normal,Low
EMP1024,David Brown,Manager,3,2026-05-25 07:11:00,7,US,0,DEV_30730,0,277.55,0,14,11,0,0,1,Normal,Low
EMP1028,David Thomas,System Admin,4,2026-03-18 07:02:00,7,US,0,DEV_57576,0,266.28,0,6,3,10,0,0,Normal,Low
EMP1024,David Brown,Manager,3,2026-01-18 07:55:00,7,US,0,DEV_30730,0,720.0,0,7,10,0,0,0,Normal,Low
EMP1025,William Taylor,Teller,1,2026-04-02 07:38:00,7,CA,0,DEV_76542,0,360.12,0,4,23,0,0,0,Normal,Low
EMP1026,Elizabeth Taylor,Teller,1,2026-03-09 08:33:00,8,US,0,DEV_30032,0,503.29,0,2,22,0,0,0,Normal,Low
EMP1021,Susan Martin,System Admin,4,2026-03-08 12:00:00,12,US,0,DEV_78790,1,369.86,0,2,8,29,0,0,Normal,Medium
EMP1030,Jessica Williams,Vendor,2,2026-01-22 08:57:00,8,US,0,DEV_79822,0,545.22,0,15,4,2,0,0,Normal,Low
EMP1020,John Johnson,Vendor,2,2026-03-24 08:26:00,8,US,0,DEV_30033,0,596.18,0,3,5,3,0,0,Normal,Low
EMP1021,Susan Martin,System Admin,4,2026-01-20 09:37:00,9,US,0,DEV_79070,1,334.84,0,4,4,14,0,0,Normal,Medium
EMP1030,Jessica Williams,Vendor,2,2026-02-03 08:29:00,8,US,0,DEV_79822,0,277.58,0,3,2,1,0,0,Normal,Low
EMP1009,John Johnson,Teller,1,2026-01-20 09:53:00,9,IN,0,DEV_47930,0,720.0,0,16,25,0,0,1,Normal,Low
EMP1031,Robert Thomas,Vendor,2,2026-03-17 07:10:00,7,US,0,DEV_31643,0,388.67,0,28,1,2,0,0,Normal,Low
EMP1035,David Smith,Teller,1,2026-01-09 08:23:00,8,US,0,DEV_40161,0,675.7,0,5,23,0,0,0,Normal,Low
EMP1011,Jennifer Lopez,Teller,1,2026-04-16 13:36:00,13,US,0,DEV_44883,1,477.46,0,3,15,0,0,0,Normal,Low
EMP1004,James Garcia,Teller,1,2026-05-20 10:01:00,10,US,0,DEV_54597,0,472.34,0,3,10,0,0,0,Normal,Low
EMP1005,Michael Hernandez,DBA,4,2026-01-11 08:56:00,8,US,0,DEV_14312,1,720.0,0,4,24,11,0,0,Normal,Medium
EMP1026,Elizabeth Taylor,Teller,1,2026-03-13 09:24:00,9,US,0,DEV_30032,0,720.0,0,3,24,0,0,0,Normal,Low
EMP1028,David Thomas,System Admin,4,2026-05-23 08:00:00,8,US,0,DEV_57576,0,380.14,0,9,2,22,0,0,Normal,Low
EMP1020,John Johnson,Vendor,2,2026-03-31 09:39:00,9,US,0,DEV_30033,0,323.19,0,3,5,2,0,0,Normal,Low
EMP1038,Jessica Miller,Teller,1,2026-02-02 08:29:00,8,US,0,DEV_84847,0,720.0,0,2,25,0,0,0,Normal,Low
EMP1005,Michael Hernandez,DBA,4,2026-04-10 07:14:00,7,US,0,DEV_59797,0,431.22,0,3,33,18,0,0,Normal,Low
EMP1027,Jennifer Moore,Vendor,2,2026-06-15 07:21:00,7,CA,0,DEV_79514,0,720.0,0,7,2,2,0,0,Normal,Low
EMP1037,Mary Hernandez,System Admin,4,2026-06-10 10:37:00,10,US,0,DEV_41195,0,393.46,0,2,2,26,0,0,Normal,Low
EMP1027,Jennifer Moore,Vendor,2,2026-05-07 07:23:00,7,CA,0,DEV_79514,0,720.0,0,3,1,1,0,0,Normal,Low
EMP1000,Patricia Smith,Teller,1,2026-05-25 16:53:00,16,US,0,DEV_42098,0,281.1,0,7,15,0,0,0,Normal,Low
EMP1023,James Brown,Teller,1,2026-03-02 13:39:00,13,US,0,DEV_80381,0,705.33,0,5,11,0,0,0,Normal,Low
EMP1010,Patricia Gonzalez,Manager,3,2026-02-22 06:11:00,6,CA,1,DEV_93320,0,310.64,1,3,6,0,0,0,Normal,Medium
EMP1023,James Brown,Teller,1,2026-03-30 13:54:00,13,US,0,DEV_80381,0,334.38,0,10,17,0,0,0,Normal,Low
EMP1002,John Miller,Manager,3,2026-05-10 08:52:00,8,US,0,DEV_88907,0,625.45,0,18,8,0,0,0,Normal,Low
EMP1015,Mary Hernandez,Teller,1,2026-03-05 06:25:00,6,US,0,DEV_18675,0,505.01,0,6,14,0,0,0,Normal,Low
EMP1001,Patricia Moore,System Admin,4,2026-05-18 11:41:00,11,US,0,DEV_65302,0,468.66,0,4,8,18,0,0,Normal,Low
EMP1005,Michael Hernandez,DBA,4,2026-04-24 10:49:00,10,US,0,DEV_59797,0,627.45,0,1,25,9,0,0,Normal,Low
EMP1007,Sarah Brown,Vendor,2,2026-04-13 17:12:00,17,US,0,DEV_59615,0,478.14,0,3,5,2,0,0,Normal,Low
EMP1004,James Garcia,Teller,1,2026-06-02 08:49:00,8,US,0,DEV_54597,0,218.29,0,12,16,0,0,0,Normal,Low
EMP1006,Barbara Martin,Manager,3,2026-04-25 07:04:00,7,US,0,DEV_15695,0,335.5,0,1,10,0,0,0,Normal,Low
EMP1008,Elizabeth Martin,Vendor,2,2026-03-12 13:30:00,13,US,0,DEV_57400,0,443.52,0,1,5,3,0,0,Normal,Low
EMP1006,Barbara Martin,Manager,3,2026-01-07 10:56:00,10,US,0,DEV_15695,0,424.27,0,2,8,0,1,0,Normal,Low
EMP1037,Mary Hernandez,System Admin,4,2026-05-17 14:57:00,14,US,0,DEV_41195,0,409.99,0,3,4,11,0,0,Normal,Low
EMP1006,Barbara Martin,Manager,3,2026-06-26 14:14:00,14,US,0,DEV_15695,0,259.97,0,2,10,0,0,0,Normal,Low
EMP1008,Elizabeth Martin,Vendor,2,2026-03-18 07:15:00,7,US,0,DEV_57400,0,561.96,0,4,4,3,0,0,Normal,Low
EMP1029,Elizabeth Davis,System Admin,4,2026-06-04 09:08:00,9,IN,0,DEV_84364,0,351.24,0,18,8,14,0,0,Normal,Low
EMP1005,Michael Hernandez,DBA,4,2026-03-07 08:40:00,8,US,0,DEV_59797,0,538.96,0,3,32,8,0,0,Normal,Low
EMP1000,Patricia Smith,Teller,1,2026-05-07 10:02:00,10,US,0,DEV_42098,0,684.68,0,1,16,0,0,0,Normal,Low
EMP1010,Patricia Gonzalez,Manager,3,2026-04-21 11:22:00,11,US,0,DEV_93320,0,360.14,0,2,5,0,0,0,Normal,Low
EMP1034,Joseph Taylor,Teller,1,2026-03-12 19:03:00,19,US,0,DEV_42493,0,295.8,0,11,21,0,0,0,Normal,Low
EMP1034,Joseph Taylor,Teller,1,2026-06-29 16:27:00,16,US,0,DEV_42493,0,282.59,0,6,22,0,0,0,Normal,Low
EMP1032,Karen Wilson,Vendor,2,2026-06-18 08:37:00,8,US,0,DEV_80686,0,347.61,1,4,2,2,0,0,Normal,Low
EMP1005,Michael Hernandez,DBA,4,2026-05-23 08:10:00,8,US,0,DEV_59797,0,683.73,0,3,15,8,0,0,Normal,Low
EMP1022,Joseph Taylor,Manager,3,2026-06-12 09:25:00,9,US,0,DEV_82512,0,340.87,0,2,9,0,0,0,Normal,Low
EMP1026,Elizabeth Taylor,Teller,1,2026-02-16 13:41:00,13,CA,1,DEV_30032,0,228.67,0,4,17,0,0,0,Normal,Low
EMP1036,James Williams,Teller,1,2026-01-04 08:38:00,8,US,0,DEV_17716,0,442.51,0,9,15,0,0,0,Normal,Low
EMP1026,Elizabeth Taylor,Teller,1,2026-03-29 08:52:00,8,US,0,DEV_30032,0,539.99,0,4,21,0,0,0,Normal,Low
EMP1004,James Garcia,Teller,1,2026-01-11 09:01:00,9,US,0,DEV_54597,0,405.59,0,6,11,0,0,0,Normal,Low
EMP1015,Mary Hernandez,Teller,1,2026-06-08 09:11:00,9,US,0,DEV_18675,0,428.19,0,3,24,0,0,0,Normal,Low
EMP1037,Mary Hernandez,System Admin,4,2026-06-27 11:02:00,1,US,0,DEV_79320,1,25.57,0,52,38,65,1,1,Rogue Administrator Sabotage,Critical
EMP1026,Elizabeth Taylor,Teller,1,2026-04-22 07:55:00,7,US,0,DEV_30032,0,443.58,0,3,21,0,0,0,Normal,Low
EMP1020,John Johnson,Vendor,2,2026-03-11 07:27:00,7,US,0,DEV_30033,0,364.96,0,14,2,1,0,0,Normal,Low
